位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
020200061,变压器2台,其他,,,一系统办,,S11-M-630/10,,,,,2022-06-21,020200061,34455.19,30144.85,否,,在用,数量：2台；原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200062,变压器,其他,,,一系统办,,S11-M-1000/10,,,,,2022-06-21,020200062,24289.37,21250.76,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200063,变压器,其他,,,一系统办,,S11-M-1600KVA,,,,,2022-06-21,020200063,59873.26,52383.13,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200064,软启动器,其他,,,一系统办,,TCR2320,,,,,2022-06-21,020200064,9882.19,8645.92,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200065,一次风机,泵/风机,,,一系统办,,,,,,,2022-06-21,020200065,12856.14,11247.84,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200066,水冷式滚筒冷渣机,锅炉/压力容器,,,一系统办,,DG-08,,,,,2022-06-21,020200066,82560.06,72231.81,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200067,双级推料离心机,其他,,,一系统办,,P-60,,,,,2022-06-21,020200067,137752.65,120519.78,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200068,双级推料离心机,其他,,,一系统办,,P-60,,,,,2022-06-21,020200068,547952.11,479403.31,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200069,电机YKK500-6,电机,,,一系统办,,电机YKK500-6,,,,,2022-06-21,020200069,73226.73,64066.08,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200070,电动机*YE2,电机,,,一系统办,,225M-4/45 225M-2/45,,,,,2022-06-21,020200070,5068.91,4434.8,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200071,304不锈钢风机,泵/风机,,,一系统办,,FS-51-4.5C,,,,,2022-06-21,020200071,3602.22,3151.59,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200072,真空滤油机,其他,,,一系统办,,TY-50,,,,,2022-06-21,020200072,20043.65,17536.19,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200073,双级推料离心机,其他,,,一系统办,,P-60,,,,,2022-06-21,020200073,278939.74,244044.37,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200074,高压清洗机 2台,其他,,,一系统办,,3DYQ750/31.5,,,,,2022-06-21,020200074,33190.43,29038.31,否,,在用,数量：2台；原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200075,风机,泵/风机,,,一系统办,,4-68-6.3C 22KW,,,,,2022-06-21,020200075,12283.36,10746.7,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200076,双梁桥抓,其他,,,一系统办,,10T*22.5,,,,,2022-06-21,020200076,201364.9,176174.14,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200077,亿丰磨,其他,,,一系统办,,YFM-86,,,,,2022-06-21,020200077,366339.95,320510.81,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200078,高压清洗机,其他,,,一系统办,,3520,,,,,2022-06-21,020200078,16732.3,14639.08,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200079,加热器,锅炉/压力容器,,,一系统办,,GL1-4R-20-1750,,,,,2022-06-21,020200079,10332.53,9039.92,否,,在用,原类别：机电类；使用年限(月)：24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400036,工程安装,其他,,,一系统办,,,,,,,2022-06-21,020400036,6247354.26,6140524.5,否,,在用,原类别：其他；使用年限(月)：175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400037,消防系统,其他,,,一系统办,,,,,,,2022-06-21,020400037,105100.5,96082.89,否,,在用,原类别：其他；使用年限(月)：35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300026,运输皮带机,其他,,,一系统办,,B650L,,,,,2022-06-21,0300026,23162.27,21230.54,否,,在用,数量：1套；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300027,叉车,其他,,,一系统办,,CPC30E,,,,,2022-06-21,0300027,21313.9,19536.31,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300028,叉车,其他,,,一系统办,,FD30,,,,,2022-06-21,0300028,22639.99,20751.82,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300029,内燃叉车,其他,,,一系统办,,FD30H,,,,,2022-06-21,0300029,16853.56,15447.97,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300030,移动式登车桥,其他,,,一系统办,,DCQY-12T移动式登车桥,,,,,2022-06-21,0300030,22180.03,20330.23,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500016,板式换热器,锅炉/压力容器,,,一系统办,,,,,,,2022-06-21,020500016,17438.29,16690.18,否,,在用,原类别：蒸发系统；使用年限(月)：70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500017,发应沉清桶,锅炉/压力容器,,,一系统办,,,,,,,2022-06-21,020500017,74272.41,64134.24,否,,在用,原类别：蒸发系统；使用年限(月)：22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500018,布袋除尘器,锅炉/压力容器,,,一系统办,,,,,,,2022-06-21,020500018,21846.44,20076.89,否,,在用,原类别：蒸发系统；使用年限(月)：37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500019,反应桶,锅炉/压力容器,,,一系统办,,,,,,,2022-06-21,020500019,504727.8,491554.41,否,,在用,原类别：蒸发系统；使用年限(月)：115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500020,蒸发器5效,锅炉/压力容器,,,一系统办,,,,,,,2022-06-21,020500020,186776.14,124523.65,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500021,板式换热器,锅炉/压力容器,,,一系统办,,AU15L2-1S6E,,,,,2022-06-21,020500021,62808.5,57570.26,否,,在用,原类别：蒸发系统；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500022,制硝蒸发1、3、4、5效加热室及耗材,锅炉/压力容器,,,一系统办,,1、3、4、5效蒸发加热室及耗材,,,,,2022-06-21,020500022,5388791.63,5296643.3,否,,在用,数量：5套；原类别：蒸发系统；使用年限(月)：175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500023,结晶增稠器,其他,,,一系统办,,KRS3128,,,,,2022-06-21,020500023,18804.82,16632.85,否,,在用,原类别：蒸发系统；使用年限(月)：26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500024,搅拌装置,其他,,,一系统办,,14000*16000,,,,,2022-06-21,020500024,17808.65,11873.03,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500025,搅拌装置,其他,,,一系统办,,7000*6000,,,,,2022-06-21,020500025,4984.46,3323.15,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500026,搅拌装置,其他,,,一系统办,,2000*2000,,,,,2022-06-21,020500026,997.04,664.73,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500027,搅拌装置,其他,,,一系统办,,1500*1500,,,,,2022-06-21,020500027,634.93,423.31,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500028,搅拌装置,其他,,,一系统办,,14000*16000,,,,,2022-06-21,020500028,17808.65,11873.03,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500029,防腐工程,其他,,,一系统办,,,,,,,2022-06-21,020500029,2852834.04,2804050.59,否,,在用,原类别：蒸发系统；使用年限(月)：175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500030,除沫器,其他,,,一系统办,,,,,,,2022-06-21,020500030,20831.57,15150.8,否,,在用,原类别：蒸发系统；使用年限(月)：11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500031,搅拌机,其他,,,一系统办,,14000*16000,,,,,2022-06-21,020500031,20467.83,14886.24,否,,在用,原类别：蒸发系统；使用年限(月)：11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500032,干燥系统,其他,,,一系统办,,,,,,,2022-06-21,020500032,187596.81,125070.78,否,,在用,原类别：蒸发系统；使用年限(月)：9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500033,原硝水桶,锅炉/压力容器,,,一系统办,,元硝水桶D14000*16000,,,,,2022-06-21,020500033,394733.28,377562.39,否,,在用,原类别：蒸发系统；使用年限(月)：69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500034,冷凝水桶,锅炉/压力容器,,,一系统办,,冷凝水桶D14000*16000,,,,,2022-06-21,020500034,394733.28,377562.39,否,,在用,原类别：蒸发系统；使用年限(月)：69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500035,预热水桶,锅炉/压力容器,,,一系统办,,预热水桶D14000*16000,,,,,2022-06-21,020500035,394733.28,377562.39,否,,在用,原类别：蒸发系统；使用年限(月)：69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500036,搅拌桶D14000*16000,锅炉/压力容器,,,一系统办,,搅拌桶D14000*16000,,,,,2022-06-21,020500036,926414.36,886115.33,否,,在用,原类别：蒸发系统；使用年限(月)：69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500037,水蒸汽机组3台,锅炉/压力容器,,,一系统办,,EGV100-1,,,,,2022-06-22,020500037,17380480.51,16968563.11,否,,在用,数量：3台；原类别：蒸发系统；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100034,循环泵5台,泵/风机,,,一系统办,,HZW1400F,,,,,2022-06-22,020100034,4651918.43,4541667.95,否,,在用,数量：5台；原类别：泵类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300031,固定式带式输送机1台,其他,,,一系统办,,DTL80-15-2*75  720m,,,,,2022-06-22,0300031,2480642.64,2418874.65,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300032,管架式带式输送机2台,其他,,,一系统办,,DTG80-15-55  550m,,,,,2022-06-22,0300032,3621076.14,3535256.64,否,,在用,数量：2台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
